,STORESpollen,STOREShoney,STORESnectar,BroodCells,BEESadult,WEIGHTcolony
0,0.0,50000.0,0.0,0.0,15000.0,50.0
1,0.041405957923117694,49405.89042096163,1.4153662227910002,6.699400483331069,14849.915849198136,49.437946988711
2,0.19818988846546093,48818.272520428305,1.0978488822689265,12.327321671869825,14701.317870424118,49.129314863663076
3,0.4092973168477838,48236.39316378391,1.1923221605714625,12.498098218095649,14554.175631156699,48.82370953320032
4,0.34932330979690285,47660.31853484463,1.574762184495307,15.708340788282424,14408.490369134264,48.52109070004428
5,0.493145188591559,47090.10778847944,1.60722519259839,13.496077049716336,14264.241739350577,48.221594890931506
6,0.6093466335281583,46525.56866513954,2.5867496364070988,13.689976211863648,14121.41070853169,47.92507327725214
7,0.5741885978466372,45967.01569488455,2.044959988200313,20.407032400912616,13979.984671291759,47.63172910934436
8,0.6505499173207792,45413.847732440794,2.707502109406496,16.768510121333588,13839.938027114162,47.34114676954101
9,0.7012417265518005,44866.47065092071,2.6593889620429803,19.52553798365138,13701.269951084822,47.05381743978371
10,0.9393715030266234,44324.51767656876,3.1356372485437083,32.16961166140509,13563.952197629598,46.769309442218294
11,0.9924616238618893,43788.16865848461,3.316530005513064,20.960693589502533,13427.97576583569,46.48772787855061
12,0.9140436436534949,43256.924254850666,3.6297987843104593,29.719008097138595,13293.319195735716,46.20876566246252
13,1.13005802919789,42731.029525272905,5.283201825850561,37.62879553180291,13159.952477765872,45.93266105803236
14,0.9528958451135123,42211.09779413186,6.296424839475328,25.138435624461806,13027.874891894795,45.659450310738876
15,1.6953104123798655,41696.674591737436,4.58639660502627,32.599686072184824,12897.05665665765,45.38970355381049
16,1.4825321465711059,41186.708026578504,5.7464833732575755,40.805288704123846,12767.487829455566,45.12176769600061
17,1.6835553144991642,40682.32550921072,7.153157946111744,55.792724321469294,12639.179117113365,44.85701513175887
18,2.1589153628888167,40183.46471785339,8.267966645172896,51.432731010942874,12512.084890976716,44.59544960934045
19,2.0216851698789813,39690.00564073028,10.179610443877175,53.08790155129184,12386.185895296243,44.33600703074961
20,2.4567281688418547,39202.12207965098,7.60430903293855,65.39634930049831,12261.468112145596,44.07992960834608
21,2.5539710224271936,38718.01391965434,8.01117238841816,66.88872908964498,12139.15411115235,43.82561745345719
22,3.089664603032277,38238.75834190292,12.881045479224035,71.57370342865634,12017.849075066431,43.574136856245225
23,2.803543969848587,37766.14592123089,13.267290729866389,56.370128424840246,11897.858124598675,43.32581522407306
24,3.7090835288607296,37298.14789081707,14.399562079872709,47.806106467517516,11778.447400516052,43.080416494807416
25,2.9833004260354037,36835.18743244342,15.251376553258915,75.77716949493333,11659.665394472147,42.837482339003024
26,2.8474637111814105,36377.212496495245,17.51400460563034,80.6694624193767,11542.114413318735,42.596734669559865
27,4.613377627494188,35924.672693639564,16.59185728319799,50.14345248275465,11426.75766621752,42.35980348133931
28,3.94019322857506,35476.1779702488,21.96548206208398,85.54107629425077,11311.180718114614,42.12386541310111
29,4.873103852413498,35034.19231251663,21.28792396898993,95.18490442313673,11198.286001874187,41.89195962038288
30,4.408410109651063,34596.309543502946,23.179008356987893,93.29399403031184,11086.169967827962,41.66216011200085
31,6.87820388679757,34163.26584017122,21.894191798171022,131.4434061848177,10973.21315086199,41.43497907751917
32,4.858484323096283,33733.98491026177,30.84394280132969,141.39240464178462,10863.623226297688,41.20866017379092
33,7.249215201948543,33312.410236773176,32.36939742205623,151.09037314836226,10753.363444360382,40.98789761363233
34,8.574507272877904,32895.32110752252,34.7291383631154,111.92660489920831,10644.330606611038,40.769525170742966
35,6.496257310409494,32483.224765452225,29.352059781068753,142.49049549179776,10535.752162188548,40.55138019421723
36,6.659195504186616,32072.780380110693,30.48229500411786,138.33078251974487,10430.250863179199,40.336586559109804
37,7.024253603191578,31666.92984199806,34.89155216632187,147.39904154767493,10326.254431267424,40.12317791440394
38,11.633540766103998,31266.60123224369,45.41246252799962,173.8483973750343,10221.21582414811,39.91478586110323
39,11.163942841954118,30874.60166853207,33.33547665096343,130.87720278656985,10117.823142189165,39.70838247721806
40,12.254801209576122,30481.3321095266,42.109359117373586,155.88939867211636,10014.731129724096,39.50279815675116
41,10.417907867986784,30095.062177021573,46.60758702893101,114.14698126202751,9913.762968521225,39.29971221022535
42,11.317974432586077,29714.376413921724,46.88836848474752,161.21620671190064,9812.72675952689,39.09924542718178
43,13.726349510174053,29337.343988744153,51.478826138261596,254.10865653540958,9710.126421763869,38.90297626916739
44,16.328687553796982,28966.326102737647,53.591775723013384,245.52915889530104,9607.569625341699,38.7065877284717
45,12.889792402924364,28599.268015316415,64.0751071000464,207.31154458505,9510.634048093303,38.51460665820477
46,19.531404488275072,28239.508874879255,67.1519961019231,317.4444228472106,9411.94206349889,38.32652971482158
47,21.29733238700024,27884.094622724726,83.01668521230455,444.55364675314974,9311.040539617085,38.13929610806426
48,16.484917227112682,27537.938368212283,83.74208632535623,378.6637268613099,9217.190354453316,37.95633330162395
49,16.76559240945189,27195.052878858434,87.44915388681217,403.8829407534229,9118.433270069345,37.774419648886415
50,24.415100205771857,26856.462501306218,92.0082300154372,508.35209688314484,9026.424563567143,37.59826117303762
51,20.811907513434058,26522.876133154572,79.43740568454173,584.5908098180832,8932.395069796312,37.42213729749959
52,21.426356705893014,26186.119619020876,133.2915975697269,666.710972166034,8844.394345494276,37.248644173468115
53,29.126119507136224,25873.87887532034,113.7043506289831,676.4975976034331,8749.50368094273,37.08511026201374
54,26.789767308779155,25556.592345973302,98.13026369956202,715.214253525056,8651.682502049951,36.91901772835437
55,36.46139502677766,25235.163732003108,152.60733745223428,667.367035962298,8560.206698480817,36.75574634545739
56,31.118227822533576,24937.837181975097,124.42417148652407,672.105224555118,8463.480969986245,36.5980865084681
57,32.80713054783356,24631.583586594916,175.7920616445041,881.4179574706407,8378.553306718653,36.44054203590966
58,40.667708024459785,24349.394257929114,143.84168818481703,915.0237161498837,8283.829343437701,36.29666153713177
59,46.43284602356677,24057.381833448,158.13989555021897,800.1311442103005,8192.414778628896,36.148715836110206
60,57.94634421186868,23773.207149620765,229.98921516046255,851.2113836182928,8094.280603012222,36.007975644212344
61,62.74639927751526,23520.24903825831,167.78274172035458,1003.2200203829148,7995.274580485676,35.874439456360726
62,61.88281917490808,23244.118776589345,169.4022104633944,802.0970810175069,7906.873524430241,35.73390026975859
63,62.54391222095246,22970.259878678386,185.30960609628477,933.7501056046835,7828.940409792457,35.58872449023726
64,80.90476858241057,22705.057775248002,242.63393325214474,1185.9414671747093,7745.366992795764,35.460522483791934
65,98.4774504351965,22467.912552070567,257.9759693492005,962.065250870525,7648.7567854418685,35.33707985853947
66,94.80183025126192,22236.86351685858,297.7013679431819,1094.3145286128222,7575.3718166094395,35.22560955720004
67,110.3889708248766,22023.04768123567,355.1524434567295,1250.1142086897016,7501.388503989722,35.110694302095254
68,118.18227751419069,21833.967585448092,250.72599778253556,1044.08422645973,7420.225923675203,35.016416443987865
69,112.12080820387499,21602.62171392625,361.48247098017356,1593.1018063802537,7340.944246236119,34.893253503372996
70,126.62775133385614,21416.911213916574,352.4991449105691,1938.9626402522263,7273.955395072372,34.7979190954397
71,129.74002969105507,21232.111706767777,302.0415063283281,1718.5363139656897,7212.491921971607,34.69639863031812
72,135.93702763399796,21023.02491397087,325.8426990470711,1769.7747281397772,7157.509704672613,34.60964572433918
73,141.53517616851812,20823.783480580554,379.4796147296358,1705.0655358663348,7089.260530150432,34.49388089016594
74,139.44439746539788,20642.84877560205,383.56947208710955,2202.584756012502,7028.887356910297,34.41739213740555
75,137.36037950873774,20462.46662778412,506.61812377216364,2397.865044187025,6930.359223400777,34.32402674454254
76,152.74396435575636,20335.26534265661,350.2952623815416,2281.3743476337004,6872.399681138436,34.260577087198854
77,149.8797433285414,20149.782524234328,433.9024354171691,2398.0263508202147,6823.88459795445,34.1772142071044
78,147.1963291258595,19997.748269502317,479.02537248046923,2530.1399205205416,6796.82854184189,34.135436629520754
79,146.13411478651844,19863.349131883635,535.5766925282228,3472.331320385072,6696.786576005518,34.0680051105711
80,146.6413288263536,19745.50875823515,580.8083582643844,3075.557231736742,6649.217837539142,34.0283367894183
81,148.00019536024126,19649.37877726718,479.5974167731331,2363.920092257191,6563.450312621309,33.966468699683965
82,154.1398969807634,19509.514595230456,654.4502671786468,3585.224934318969,6476.102602135173,33.925695545487656
83,155.78987439212034,19447.14751871948,550.5196326536143,3303.180272670663,6435.337271140566,33.883175797159126
84,177.7737409597147,19339.421781538804,555.6118672492003,3469.986698832424,6449.7941226836465,33.89220986824974
85,168.3173386192514,19233.843124712428,683.2589386684617,4122.184056406564,6348.659086781075,33.83513358866204
86,178.3007035236601,19186.5387127102,604.0552937889838,4376.722527097999,6347.833385362617,33.823709246330885
87,170.68129278658841,19100.409382360758,753.6589475706237,5752.6321715638005,6255.03777706345,33.82069732885754
88,176.5607839092157,19062.471240033756,773.8758077529926,5332.20186987058,6196.111218285611,33.79063673261249
89,174.18367325080203,19028.957531328586,693.0353376584908,4438.7349457125,6294.616961272017,33.7279763355383
90,177.65652931265294,18941.387472989172,821.1916858516925,4876.12950788369,6432.693095075649,33.77018819834288
91,182.69588407813063,18906.378283651382,680.8992770623872,4948.032434550923,6450.239420077404,33.757858012548965
92,207.85316095091025,18813.29643192728,802.9004995119903,4873.610940817845,6405.222310185504,33.805332490569555
